respondent_id,plan_date,HIGH_AVG,LOW_AVG,hour01,hour02,hour03,hour04,hour05,hour06,hour07,hour08,hour09,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
139,2/10/2013,45.5,40,489.8599243,471.8599243,466.8599243,451.8599243,468.8599243,486.8599243,521.8599243,548.8599243,577.8599243,592.8599243,584.8599243,572.8599243,568.8599243,556.8599243,559.8599243,561.8599243,592.8599243,640.8599243,658.8599243,654.8599243,628.8599243,593.8599243,543.8599243,497.8599243
139,2/11/2013,47,39.5,471.8599243,457.8599243,452.8599243,463.8599243,493.8599243,567.8599243,653.8599243,691.8599243,675.8599243,669.8599243,646.8599243,632.8599243,634.8599243,626.8599243,614.8599243,627.8599243,637.8599243,670.8599243,695.8599243,680.8599243,660.8599243,616.8599243,555.8599243,503.8599243
139,2/12/2013,51.5,44.5,475.8599243,458.8599243,450.8599243,451.8599243,479.8599243,551.8599243,620.8599243,657.8599243,641.8599243,627.8599243,631.8599243,628.8599243,621.8599243,613.8599243,606.8599243,604.8599243,619.8599243,655.8599243,682.8599243,667.8599243,644.8599243,609.8599243,547.8599243,498.8599243
139,2/13/2013,50,44.5,469.8599243,449.8599243,448.8599243,449.8599243,488.8599243,554.8599243,635.8599243,666.8599243,666.8599243,649.8599243,639.8599243,629.8599243,618.8599243,623.8599243,616.8599243,611.8599243,630.8599243,668.8599243,689.8599243,674.8599243,655.8599243,625.8599243,569.8599243,513.8599243
139,2/14/2013,48.5,41.5,477.8599243,470.8599243,463.8599243,477.8599243,508.8599243,570.8599243,652.8599243,686.8599243,677.8599243,669.8599243,653.8599243,638.8599243,621.8599243,615.8599243,609.8599243,606.8599243,609.8599243,642.8599243,666.8599243,646.8599243,622.8599243,587.8599243,539.8599243,496.8599243
139,2/15/2013,52,41,467.8599243,445.8599243,443.8599243,445.8599243,466.8599243,531.8599243,595.8599243,621.8599243,635.8599243,637.8599243,635.8599243,607.8599243,584.8599243,562.8599243,538.8599243,529.8599243,526.8599243,560.8599243,604.8599243,605.8599243,591.8599243,575.8599243,540.8599243,511.8599243
139,2/16/2013,51,38,480.8599243,466.8599243,470.8599243,466.8599243,469.8599243,491.8599243,518.8599243,553.8599243,575.8599243,601.8599243,601.8599243,594.8599243,559.8599243,545.8599243,525.8599243,513.8599243,528.8599243,562.8599243,613.8599243,614.8599243,596.8599243,577.8599243,542.8599243,512.8599243
139,2/17/2013,48,39,489.8599243,476.8599243,472.8599243,479.8599243,486.8599243,506.8599243,541.8599243,567.8599243,591.8599243,605.8599243,594.8599243,583.8599243,565.8599243,557.8599243,538.8599243,538.8599243,551.8599243,599.8599243,629.8599243,628.8599243,605.8599243,581.8599243,540.8599243,508.8599243
139,2/18/2013,47,38.5,481.8599243,472.8599243,469.8599243,473.8599243,503.8599243,538.8599243,594.8599243,614.8599243,642.8599243,650.8599243,653.8599243,647.8599243,637.8599243,623.8599243,618.8599243,609.8599243,624.8599243,654.8599243,683.8599243,673.8599243,655.8599243,613.8599243,561.8599243,514.8599243
139,2/19/2013,49,37,489.8599243,475.8599243,469.8599243,482.8599243,512.8599243,576.8599243,651.8599243,677.8599243,671.8599243,659.8599243,658.8599243,634.8599243,607.8599243,591.8599243,570.8599243,564.8599243,586.8599243,629.8599243,682.8599243,686.8599243,670.8599243,641.8599243,596.8599243,550.8599243
139,2/20/2013,46,34,524.8599243,518.8599243,516.8599243,532.8599243,563.8599243,638.8599243,698.8599243,738.8599243,726.8599243,712.8599243,700.8599243,689.8599243,660.8599243,652.8599243,652.8599243,650.8599243,659.8599243,690.8599243,724.8599243,717.8599243,683.8599243,648.8599243,588.8599243,541.8599243
139,2/21/2013,44,40,504.8599243,487.8599243,489.8599243,494.8599243,528.8599243,600.8599243,675.8599243,701.8599243,697.8599243,685.8599243,696.8599243,703.8599243,689.8599243,683.8599243,671.8599243,673.8599243,678.8599243,707.8599243,738.8599243,722.8599243,700.8599243,653.8599243,595.8599243,542.8599243
139,2/22/2013,45.5,40.5,505.8599243,491.8599243,481.8599243,485.8599243,521.8599243,584.8599243,661.8599243,688.8599243,687.8599243,694.8599243,685.8599243,699.8599243,693.8599243,684.8599243,671.8599243,664.8599243,650.8599243,682.8599243,714.8599243,706.8599243,695.8599243,657.8599243,616.8599243,573.8599243
139,2/23/2013,50,39,546.8599243,529.8599243,517.8599243,516.8599243,527.8599243,547.8599243,581.8599243,604.8599243,639.8599243,645.8599243,631.8599243,617.8599243,587.8599243,564.8599243,560.8599243,546.8599243,550.8599243,581.8599243,633.8599243,640.8599243,623.8599243,609.8599243,568.8599243,536.8599243
139,2/24/2013,49,40.5,512.8599243,495.8599243,484.8599243,484.8599243,485.8599243,512.8599243,548.8599243,566.8599243,591.8599243,611.8599243,599.8599243,603.8599243,594.8599243,578.8599243,577.8599243,568.8599243,579.8599243,617.8599243,646.8599243,644.8599243,627.8599243,592.8599243,542.8599243,502.8599243
